LSOA21CD,Local Authority name,dpi normalized,Pct of population speaks no or little English normalized,Pct unemployed or econ inactive normalized,Pct household deprivation normalized,score,LSOA21 Name,pcds
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,E5 9DB
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,E5 9DJ
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,E5 9DS
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,E5 9SA
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AH
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AJ
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AP
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AR
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AS
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AT
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AU
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6AX
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JJ
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JP
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JR
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JT
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JU
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JW
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 6JZ
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 7EA
E01001728,Hackney,10.0,3.19,4.39,6.66,24.24,Hackney 029B,N16 7EB
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DJ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DN
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DP
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DQ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DR
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DS
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DU
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DW
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0DX
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0EP
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0EW
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0GZ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0HD
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0HG
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0HH
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0HW
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0LG
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0LJ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0LQ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL12 0UW
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1BR
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1HP
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1HR
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1HS
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1HT
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1HU
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1LE
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 1TN
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2AE
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2AH
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2AJ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2BL
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2BR
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2BT
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2BX
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2BY
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2BZ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DA
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DB
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DD
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DF
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DG
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DH
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DJ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DL
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DN
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DP
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DR
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DU
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DW
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DX
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DY
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2DZ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EB
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2ED
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EE
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EF
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EG
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EH
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EJ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EL
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EN
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EP
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2ER
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2ES
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2EZ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HF
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HH
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HL
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HN
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HP
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HQ
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HS
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HT
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HW
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HY
E01005583,Rochdale,2.58,5.66,6.67,9.26,24.17,Rochdale 008D,OL16 2HZ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8AE
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8AS
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8BB
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8BQ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8BT
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8BU
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8DA
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8DB
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8DD
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8DE
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8EY
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8GH
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8NB
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8NQ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8NR
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PN
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PP
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PR
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PS
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PT
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PU
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PW
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PX
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8PY
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QB
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QD
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QE
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QF
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QH
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QY
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8QZ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 8TL
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9HB
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9HX
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9HY
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JB
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JD
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JE
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JF
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JG
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JH
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JJ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9JL
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9TH
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9TJ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9TY
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9TZ
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9UA
E01009987,Sandwell,3.02,4.99,7.19,8.95,24.15,Sandwell 019B,B70 9UE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JN
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JR
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1JX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1LD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1LJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1LL
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1LQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NL
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NN
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NR
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NT
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1NZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1PD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1QE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1TU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1TX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1TY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1TZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 1UT
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AL
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AN
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AR
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AS
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AT
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2AZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2BE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2BH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2BJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2BP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2BQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2BW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DL
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DN
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DR
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DS
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DT
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2DZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2EA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2ER
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HR
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HS
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2HZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2JA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2JD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2JF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2JG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2JW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2LH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2LX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2LZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2NE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2NF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2PF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2PG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2PQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2PX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2PY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2TY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2WW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 2XQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3AY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BL
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BN
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BT
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BU
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BW
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BX
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BY
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3BZ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3DQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3EG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3EH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3EQ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3HB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3HP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3QP
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 3SB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SA
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SB
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SD
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SE
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SF
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SG
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SH
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SJ
E01005350,Oldham,3.85,3.74,7.08,9.17,23.84,Oldham 014B,OL1 9SL
